campaign,campaign_sha256,evaluator,evaluator_sha256,created_at,backend,model,config_path,config_sha256_at_audit,config_sha256_at_run,config_hash_status,source_run_file,source_run_sha256,source_run_created_at,benchmark,task_id,method,prediction_stage,ground_truth_method,ground_truth_api_norms,predicted_final_apis,gt_count,pred_count,true_positive_count,precision,recall,f1,exact_set_match,api_bearing_task,included_in_api_quality,exclusion_reason,source_record_sha256
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.628829+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/1,ContextOnly,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_camel_case;is_string,,3,0,0,0.0,0.0,0.0,0.0,True,True,,5b05d40fbf91cdf04dd97d7671c32695703e3259389f0bf9640f8e81bebf81ac
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.628838+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/1,API-informed reference,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_camel_case;is_string,InvalidInputError;is_camel_case;is_string,3,3,3,1.0,1.0,1.0,1.0,True,True,,57a98e3006171d2ad0114422adbfd5699380d45914e115436bcd1c9fdf7b99bf
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.647594+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/2,Baseline RAG,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_full_string;is_snake_case;is_string,is_full_string;is_snake_case;snake_case_to_camel;is_string;InvalidInputError;InvalidInputError.__init__,4,6,4,0.6666666666666666,1.0,0.8,0.0,True,True,,6fbd9cc5e3b7eb1d9aa5901a3acbc14bda6c8d97cd176a6fbf156a7200dcf28d
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.648573+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/2,OpenCoder-NoUncFilter,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_full_string;is_snake_case;is_string,is_snake_case;snake_case_to_camel;is_string;is_full_string;InvalidInputError;InvalidInputError.__init__,4,6,4,0.6666666666666666,1.0,0.8,0.0,True,True,,a060e2bb4a5b5c595d66ab960ca35d0f9bc1f27f9c3681667562a578ca35dbdf
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.649509+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/2,OpenCoder-NoAPIRefine,post_uncertainty_filter_pre_api_refinement,static_ast_repo_alias_match,invalidinputerror;is_full_string;is_snake_case;is_string,is_snake_case;snake_case_to_camel;is_string;is_full_string;InvalidInputError,4,5,4,0.8,1.0,0.888888888888889,0.0,True,True,,d84205c5cddb7c94a0ae630c2b2b5b74c28981e23dbd2944705fbee4f81b6cb8
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.657711+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/2,OpenCoder,post_target_aware_refinement,static_ast_repo_alias_match,invalidinputerror;is_full_string;is_snake_case;is_string,is_snake_case;is_string;is_full_string;InvalidInputError,4,4,4,1.0,1.0,1.0,1.0,True,True,,9ca053a49207c1a52cff42a18c15a2726b86b92b4813723d5c2f654ca3c525e5
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.657724+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/2,ContextOnly,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_full_string;is_snake_case;is_string,,4,0,0,0.0,0.0,0.0,0.0,True,True,,c06140ba5923bbf83377226ab3dcdb9a3b5c7c168d996fa461a281b72b21dbf1
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.657734+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/2,API-informed reference,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_full_string;is_snake_case;is_string,InvalidInputError;is_full_string;is_snake_case;is_string,4,4,4,1.0,1.0,1.0,1.0,True,True,,58d7a9db2b8249acdb3f1f1003d71dea488e9e58715cd0fc0a8b9af009e8641e
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.664759+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/4,Baseline RAG,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_string,is_string;InvalidInputError;strip_html;InvalidInputError.__init__,2,4,2,0.5,1.0,0.6666666666666666,0.0,True,True,,21e40cf0df322a00e6cf6e3553c18d829b3acede16cae4c465112d2e27bb919d
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.665944+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/4,OpenCoder-NoUncFilter,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_string,is_string;strip_html;InvalidInputError.__init__;InvalidInputError,2,4,2,0.5,1.0,0.6666666666666666,0.0,True,True,,a71e47d722c5e130f74a86e92bf9c3f20cef5dc2be4c23f3a3a01e0d187a315b
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.667092+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/4,OpenCoder-NoAPIRefine,post_uncertainty_filter_pre_api_refinement,static_ast_repo_alias_match,invalidinputerror;is_string,is_string;strip_html;InvalidInputError.__init__;InvalidInputError,2,4,2,0.5,1.0,0.6666666666666666,0.0,True,True,,4e0f2b3d37a8c3926acb61afe9b07c21f03a640bdd5421b0253572ee9f83445e
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.668525+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/4,OpenCoder,post_target_aware_refinement,static_ast_repo_alias_match,invalidinputerror;is_string,is_string;InvalidInputError,2,2,2,1.0,1.0,1.0,1.0,True,True,,b2edece226464c656c222b312130c97f28922e8c643ec4aa3e3ee58430677b9b
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.668535+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/4,ContextOnly,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_string,,2,0,0,0.0,0.0,0.0,0.0,True,True,,2a4af9bc68fb2d935e5748fc2438f5b5efa100fa60356662c747f964d755fdde
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.668542+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/4,API-informed reference,method_final_api_set,static_ast_repo_alias_match,invalidinputerror;is_string,InvalidInputError;is_string,2,2,2,1.0,1.0,1.0,1.0,True,True,,40cea265a0e61d626d798a75dafb868ecf37ee50f245d08a8f1fce5479e96540
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.704373+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/5,Baseline RAG,method_final_api_set,static_ast_repo_alias_match,__stringformatter,__StringFormatter.__uppercase_first_char;__StringFormatter;prettify;__StringFormatter.__remove_duplicates;__StringFormatter.__init__;__StringFormatter.__ensure_right_space_only;__StringFormatter.__ensure_spaces_around;__StringFormatter.__fix_saxon_genitive,1,8,1,0.125,1.0,0.2222222222222222,0.0,True,True,,2d19de4f31ba24d1c3a8c9662077274597f983fecd25ec6b414e636efffd9a45
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.705788+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/5,OpenCoder-NoUncFilter,method_final_api_set,static_ast_repo_alias_match,__stringformatter,__StringFormatter.__init__;__StringFormatter.__uppercase_first_char;__StringFormatter.__remove_duplicates;prettify;__StringFormatter;__StringFormatter.__uppercase_first_letter_after_sign;__StringFormatter.__ensure_right_space_only;__StringFormatter.__ensure_left_space_only,1,8,1,0.125,1.0,0.2222222222222222,0.0,True,True,,a1313e22af27ef63b63e264ef03a46b3743a21018b700f2333be6b521287d8d4
authoritative_corrected_rq4,9130a107227510ff7cc6d089012a27cd113f5284b1ee194c7af73d07a2c906d5,experiments/run_rq4.py,60ac2f82bd94fbe0a6e7f1bb836011011e219ead0aa615f1a3d2205a0b78e332,2026-07-14T15:54:45.706310+00:00,GPT,gpt-4o-mini,configs/rq3/gpt4o_mini.yaml,61dc096dfc5777d6e4d94a7e580983aa6542bb31a35d3660eefc070376f9a0a1,,not_recorded_in_campaign,results/rq3/runs/repoexec_inline14_gpt/rq3.json,b16fdc7ef6db5527762a16379ab6b8ec846c32bff2d783660bb799a77b776e0f,2026-07-04T08:29:36.568570+00:00,RepoExec,test-apps/python-string-utils/5,OpenCoder-NoAPIRefine,post_uncertainty_filter_pre_api_refinement,static_ast_repo_alias_match,__stringformatter,__StringFormatter.__init__;__StringFormatter.__uppercase_first_char;__StringFormatter.__remove_duplicates;prettify;__StringFormatter,1,5,1,0.2,1.0,0.33333333333333337,0.0,True,True,,8fe4f6e22ab290b47b3e9c3be9d7b3bcff226a3aec78aa45212c98167769c93f
