benchmark,backend,model,method,task_id,task_passed,correctness_mode,uncertainty,api_knowledge_uncertainty,gt_count,pred_count,true_positive_count,precision,recall,f1,jaccard,exact_set_match,count_outcome
RepoExec,GPT,gpt-4o-mini,Baseline RAG,test-apps/python-string-utils/8,True,execution_tests,0.7814120483398438,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,test-apps/python-string-utils/8,True,execution_tests,0.6093086814880372,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,test-apps/python-string-utils/8,True,execution_tests,0.6093086814880372,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder,test-apps/python-string-utils/8,True,execution_tests,0.6093086814880372,1.0,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,ContextOnly,test-apps/python-string-utils/8,True,execution_tests,0.6093086814880372,,2,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,GPT,gpt-4o-mini,API-informed reference,test-apps/python-string-utils/8,True,execution_tests,,,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,Baseline RAG,test-apps/python-string-utils/9,False,execution_tests,0.4837229895591736,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,test-apps/python-string-utils/9,True,execution_tests,0.4,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,test-apps/python-string-utils/9,True,execution_tests,0.4,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder,test-apps/python-string-utils/9,True,execution_tests,0.4,1.0,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,ContextOnly,test-apps/python-string-utils/9,True,execution_tests,0.4,,2,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,GPT,gpt-4o-mini,API-informed reference,test-apps/python-string-utils/9,True,execution_tests,,,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,Baseline RAG,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,1.0,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,ContextOnly,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,API-informed reference,test-apps/python-string-utils/13,True,execution_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,Baseline RAG,test-apps/python-string-utils/14,True,execution_tests,0.5933490610122681,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,test-apps/python-string-utils/14,True,execution_tests,0.49125297546386715,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,test-apps/python-string-utils/14,True,execution_tests,0.49125297546386715,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder,test-apps/python-string-utils/14,True,execution_tests,0.49125297546386715,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,ContextOnly,test-apps/python-string-utils/14,True,execution_tests,0.49125297546386715,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,GPT,gpt-4o-mini,API-informed reference,test-apps/python-string-utils/14,True,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,Baseline RAG,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,1.0,1,3,1,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,1.0,1,3,1,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,1.0,1,3,1,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,ContextOnly,test-apps/python-string-utils/15,True,execution_tests,0.40000002384185795,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,GPT,gpt-4o-mini,API-informed reference,test-apps/python-string-utils/15,True,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,Baseline RAG,test-apps/python-string-utils/16,False,execution_tests,0.5959336614608766,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,test-apps/python-string-utils/16,False,execution_tests,0.715501561164856,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,test-apps/python-string-utils/16,False,execution_tests,0.715501561164856,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder,test-apps/python-string-utils/16,False,execution_tests,0.715501561164856,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,ContextOnly,test-apps/python-string-utils/16,False,execution_tests,0.715501561164856,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,GPT,gpt-4o-mini,API-informed reference,test-apps/python-string-utils/16,False,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,Baseline RAG,test-apps/python-string-utils/17,True,execution_tests,0.4,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoUncFilter,test-apps/python-string-utils/17,True,execution_tests,0.5883485054969788,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder-NoAPIRefine,test-apps/python-string-utils/17,True,execution_tests,0.5883485054969788,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,GPT,gpt-4o-mini,OpenCoder,test-apps/python-string-utils/17,True,execution_tests,0.5883485054969788,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,GPT,gpt-4o-mini,ContextOnly,test-apps/python-string-utils/17,True,execution_tests,0.5883485054969788,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,GPT,gpt-4o-mini,API-informed reference,test-apps/python-string-utils/17,True,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/0,True,execution_tests,0.4,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/0,True,execution_tests,0.4,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/0,True,execution_tests,0.4,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/0,True,execution_tests,0.4,1.0,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/0,True,execution_tests,0.4,,2,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/0,True,execution_tests,,,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/1,False,execution_tests,0.7996746015548707,1.0,3,5,3,0.6,1.0,0.7499999999999999,0.6,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/1,False,execution_tests,0.8120382857322694,1.0,3,5,3,0.6,1.0,0.7499999999999999,0.6,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/1,False,execution_tests,0.8120382857322694,1.0,3,5,3,0.6,1.0,0.7499999999999999,0.6,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/1,False,execution_tests,0.8120382857322694,1.0,3,3,3,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/1,False,execution_tests,0.8120382857322694,,3,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/1,False,execution_tests,,,3,3,3,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/2,False,execution_tests,0.6539156699180603,1.0,4,6,4,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/2,False,execution_tests,0.5614371514320374,1.0,4,6,4,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/2,False,execution_tests,0.5614371514320374,1.0,4,5,4,0.8,1.0,0.888888888888889,0.8,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/2,False,execution_tests,0.5614371514320374,1.0,4,4,4,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/2,False,execution_tests,0.5614371514320374,,4,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/2,False,execution_tests,,,4,4,4,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/4,False,execution_tests,0.7630794954299928,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/4,True,execution_tests,0.7701647949218751,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/4,True,execution_tests,0.7701647949218751,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/4,True,execution_tests,0.7701647949218751,1.0,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/4,True,execution_tests,0.7701647949218751,,2,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/4,True,execution_tests,,,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/5,True,execution_tests,0.40000002384185795,1.0,1,8,1,0.125,1.0,0.2222222222222222,0.125,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/5,True,execution_tests,0.40000002384185795,1.0,1,8,1,0.125,1.0,0.2222222222222222,0.125,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/5,True,execution_tests,0.40000002384185795,1.0,1,5,1,0.2,1.0,0.33333333333333337,0.2,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/5,True,execution_tests,0.40000002384185795,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/5,True,execution_tests,0.40000002384185795,,1,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/5,True,execution_tests,,,1,1,1,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/6,True,execution_tests,0.5830295181274414,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/6,True,execution_tests,0.7010449552536011,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/6,True,execution_tests,0.7010449552536011,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/6,True,execution_tests,0.7010449552536011,1.0,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/6,True,execution_tests,0.7010449552536011,,2,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/6,True,execution_tests,,,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/7,False,execution_tests,0.7604443264007569,1.0,3,5,3,0.6,1.0,0.7499999999999999,0.6,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/7,True,execution_tests,0.6799279236793518,1.0,3,5,3,0.6,1.0,0.7499999999999999,0.6,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/7,True,execution_tests,0.6799279236793518,1.0,3,5,3,0.6,1.0,0.7499999999999999,0.6,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/7,True,execution_tests,0.6799279236793518,1.0,3,3,3,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/7,True,execution_tests,0.6799279236793518,,3,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/7,True,execution_tests,,,3,3,3,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/8,True,execution_tests,0.6752941155433655,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/8,True,execution_tests,0.7694117498397828,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/8,True,execution_tests,0.7694117498397828,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/8,True,execution_tests,0.7694117498397828,1.0,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/8,True,execution_tests,0.7694117498397828,,2,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/8,True,execution_tests,,,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/9,False,execution_tests,0.4837229895591736,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/9,True,execution_tests,0.4837229895591736,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/9,True,execution_tests,0.4837229895591736,1.0,2,4,2,0.5,1.0,0.6666666666666666,0.5,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/9,True,execution_tests,0.4837229895591736,1.0,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/9,True,execution_tests,0.4837229895591736,,2,0,0,0.0,0.0,0.0,0.0,0.0,Under
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/9,True,execution_tests,,,2,2,2,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoUncFilter,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder-NoAPIRefine,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,Over
RepoExec,Gemini,gemini-2.5-flash,OpenCoder,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,1.0,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,ContextOnly,test-apps/python-string-utils/13,True,execution_tests,0.40000002384185795,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,API-informed reference,test-apps/python-string-utils/13,True,execution_tests,,,0,0,0,1.0,1.0,1.0,1.0,1.0,Exact
RepoExec,Gemini,gemini-2.5-flash,Baseline RAG,test-apps/python-string-utils/14,True,execution_tests,0.5998249030113221,1.0,1,2,1,0.5,1.0,0.6666666666666666,0.5,0.0,Over
